term_id,term_name,preferred_names,category,fdr
GO:0045859,Regulation of protein kinase activity,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,7.78e-05
GO:0048732,Gland development,"MAPK1,EGFR,PTEN,AKT1,VEGFA",Process,7.85e-05
GO:0022414,Reproductive process,"MAPK1,CDK2,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,7.85e-05
HP:0001053,Hypopigmented skin patches,"MTOR,PTEN,BRCA1,AKT1",HPO,8.16e-05
WP1544,MicroRNAs in cardiomyocyte hypertrophy,"MAPK1,MTOR,AKT1",WikiPathways,8.35e-05
DOID:363,Uterine cancer,"TP53,PTEN,AKT1",DISEASES,8.5e-05
WP254,Apoptosis,"TP53,AKT1,MYC",WikiPathways,8.54e-05
GO:0048608,Reproductive structure development,"MAPK1,EGFR,PTEN,AKT1,VEGFA",Process,8.66e-05
HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,"EGFR,VEGFA,MYC",RCTM,8.71e-05
hsa04914,Progesterone-mediated oocyte maturation,"MAPK1,CDK2,AKT1",KEGG,8.75e-05
GO:0001558,Regulation of cell growth,"TP53,EGFR,MTOR,AKT1,VEGFA",Process,8.91e-05
WP2446,Retinoblastoma gene in cancer,"CDK2,TP53,MYC",WikiPathways,9.34e-05
HP:0200063,Colorectal polyposis,"TP53,PTEN,AKT1",HPO,9.46e-05
GO:0009725,Response to hormone,"MAPK1,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,9.59e-05
GO:0035295,Tube development,"MAPK1,EGFR,PTEN,AKT1,VEGFA,MYC",Process,9.62e-05
GO:0030307,Positive regulation of cell growth,"EGFR,MTOR,AKT1,VEGFA",Process,9.62e-05
hsa04933,AGE-RAGE signaling pathway in diabetic complications,"MAPK1,AKT1,VEGFA",KEGG,9.7e-05
HP:0000163,Abnormal oral cavity morphology,"MAPK1,EGFR,PTEN,BRCA1,AKT1,MYC",HPO,0.0001
GOCC:0005942,Phosphatidylinositol 3-kinase complex,"MTOR,PTEN,AKT1",COMPARTMENTS,0.00011
GO:0018105,Peptidyl-serine phosphorylation,"MAPK1,CDK2,MTOR,AKT1",Process,0.00011
GO:0010001,Glial cell differentiation,"MAPK1,EGFR,PTEN,AKT1",Process,0.00011
HP:0100559,Lower limb asymmetry,"MAPK1,PTEN,AKT1",HPO,0.00011
HP:0010788,Testicular neoplasm,"TP53,PTEN,AKT1",HPO,0.00011
DOID:13482,Proteus syndrome,"PTEN,AKT1",DISEASES,0.00011
GO:0072359,Circulatory system development,"MAPK1,TP53,MTOR,PTEN,AKT1,VEGFA",Process,0.00011
DOID:263,Kidney cancer,"TP53,MTOR,VEGFA",DISEASES,0.00011
GO:0030334,Regulation of cell migration,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00011
GO:0048639,Positive regulation of developmental growth,"MAPK1,MTOR,AKT1,VEGFA",Process,0.00011
GO:0048568,Embryonic organ development,"MAPK1,TP53,EGFR,AKT1,VEGFA",Process,0.00011
GO:0031667,Response to nutrient levels,"MAPK1,TP53,EGFR,MTOR,AKT1",Process,0.00011
HP:0002242,Abnormal intestine morphology,"TP53,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,0.00011
GO:0008361,Regulation of cell size,"MTOR,PTEN,AKT1,VEGFA",Process,0.00012
BTO:0002036,U-87MG cell,"EGFR,AKT1",TISSUES,0.00012
hsa04931,Insulin resistance,"MTOR,PTEN,AKT1",KEGG,0.00012
WP4746,Thyroid hormones production and peripheral downstream signaling effects,"MAPK1,TP53,MTOR",WikiPathways,0.00012
GO:1901796,Regulation of signal transduction by p53 class mediator,"CDK2,TP53,BRCA1,AKT1",Process,0.00012
GO:2001252,Positive regulation of chromosome organization,"MAPK1,TP53,BRCA1,VEGFA",Process,0.00012
HP:0001871,Abnormality of blood and blood-forming tissues,"MAPK1,TP53,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,0.00012
GO:0014070,Response to organic cyclic compound,"MAPK1,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,0.00013
GO:0031641,Regulation of myelination,"MTOR,PTEN,AKT1",Process,0.00013
GO:0070849,Response to epidermal growth factor,"MAPK1,EGFR,AKT1",Process,0.00013
WP23,B cell receptor signaling pathway,"MAPK1,AKT1,MYC",WikiPathways,0.00013
GO:0048699,Generation of neurons,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00013
WP2815,Mammary gland development pathway - Involution (Stage 4 of 4),"TP53,MYC",WikiPathways,0.00013
GO:0046622,Positive regulation of organ growth,"MAPK1,MTOR,AKT1",Process,0.00014
HSA-449147,Signaling by Interleukins,"MAPK1,TP53,AKT1,VEGFA,MYC",RCTM,0.00014
HP:0007400,Irregular hyperpigmentation,"MAPK1,PTEN,BRCA1,AKT1",HPO,0.00015
GO:0003006,Developmental process involved in reproduction,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00015
hsa04722,Neurotrophin signaling pathway,"MAPK1,TP53,AKT1",KEGG,0.00015
GO:0051972,Regulation of telomerase activity,"MAPK1,TP53,MYC",Process,0.00016
GO:0006468,Protein phosphorylation,"MAPK1,CDK2,EGFR,MTOR,AKT1,MYC",Process,0.00016
hsa04110,Cell cycle,"CDK2,TP53,MYC",KEGG,0.00016
hsa04935,"Growth hormone synthesis, secretion and action","MAPK1,MTOR,AKT1",KEGG,0.00016
DOID:9261,Nasopharynx carcinoma,"TP53,AKT1",DISEASES,0.00017
DOID:2394,Ovarian cancer,"TP53,BRCA1,AKT1",DISEASES,0.00017
GO:0031396,Regulation of protein ubiquitination,"MTOR,PTEN,BRCA1,AKT1",Process,0.00018
GO:0016043,Cellular component organization,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,0.00018
HSA-8939211,ESR-mediated signaling,"MAPK1,EGFR,AKT1,MYC",RCTM,0.00018
HP:0000035,Abnormal testis morphology,"MAPK1,TP53,MTOR,PTEN,BRCA1,AKT1",HPO,0.00018
GO:0090066,Regulation of anatomical structure size,"EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00019
GO:0007507,Heart development,"MAPK1,TP53,MTOR,PTEN,VEGFA",Process,0.00019
BTO:0004483,Ovarian surface epithelium,"TP53,BRCA1",TISSUES,0.00019
GO:0007417,Central nervous system development,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1",Process,0.00019
GO:0007169,Transmembrane receptor protein tyrosine kinase signaling pathway,"MAPK1,EGFR,PTEN,AKT1,VEGFA",Process,0.00019
BTO:0000599,Hep-G2 cell,"TP53,AKT1",TISSUES,0.00019
GO:0071900,Regulation of protein serine/threonine kinase activity,"MAPK1,EGFR,PTEN,AKT1,VEGFA",Process,0.00019
GO:0030335,Positive regulation of cell migration,"MAPK1,EGFR,MTOR,AKT1,VEGFA",Process,0.00019
hsa04371,Apelin signaling pathway,"MAPK1,MTOR,AKT1",KEGG,0.0002
hsa05418,Fluid shear stress and atherosclerosis,"TP53,AKT1,VEGFA",KEGG,0.0002
GO:1901991,Negative regulation of mitotic cell cycle phase transition,"CDK2,TP53,PTEN,BRCA1",Process,0.0002
hsa04210,Apoptosis,"MAPK1,TP53,AKT1",KEGG,0.0002
GO:2001020,Regulation of response to DNA damage stimulus,"TP53,EGFR,BRCA1,MYC",Process,0.00021
GO:0071345,Cellular response to cytokine stimulus,"MAPK1,TP53,BRCA1,AKT1,VEGFA,MYC",Process,0.00021
GO:0010035,Response to inorganic substance,"MAPK1,CDK2,EGFR,PTEN,AKT1",Process,0.00021
GO:0044249,Cellular biosynthetic process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,0.00021
hsa04910,Insulin signaling pathway,"MAPK1,MTOR,AKT1",KEGG,0.00021
hsa04915,Estrogen signaling pathway,"MAPK1,EGFR,AKT1",KEGG,0.00021
GO:0071241,Cellular response to inorganic substance,"MAPK1,CDK2,EGFR,AKT1",Process,0.00021
WP179,Cell cycle,"CDK2,TP53,MYC",WikiPathways,0.00022
HSA-9006934,Signaling by Receptor Tyrosine Kinases,"MAPK1,EGFR,MTOR,AKT1,VEGFA",RCTM,0.00022
hsa05162,Measles,"CDK2,TP53,AKT1",KEGG,0.00022
GO:0031324,Negative regulation of cellular metabolic process,"CDK2,TP53,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,0.00022
HSA-8848021,Signaling by PTK6,"CDK2,EGFR,AKT1",RCTM,0.00022
HSA-157118,Signaling by NOTCH,"TP53,EGFR,AKT1,MYC",RCTM,0.00022
HP:0000078,Abnormality of the genital system,"MAPK1,TP53,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,0.00022
HP:0100012,Neoplasm of the eye,"TP53,PTEN,AKT1",HPO,0.00022
GO:0010632,Regulation of epithelial cell migration,"MTOR,PTEN,AKT1,VEGFA",Process,0.00022
GO:0051896,Regulation of protein kinase B signaling,"EGFR,MTOR,PTEN,AKT1",Process,0.00022
GO:0060341,Regulation of cellular localization,"MAPK1,TP53,EGFR,PTEN,AKT1,VEGFA",Process,0.00022
HSA-109606,Intrinsic Pathway for Apoptosis,"MAPK1,TP53,AKT1",RCTM,0.00022
GOCC:0097613,Dinoflagellate epicone,"TP53,MYC",COMPARTMENTS,0.00023
GO:0055021,Regulation of cardiac muscle tissue growth,"MAPK1,MTOR,PTEN",Process,0.00023
HSA-69278,"Cell Cycle, Mitotic","MAPK1,CDK2,TP53,AKT1,MYC",RCTM,0.00023
hsa04550,Signaling pathways regulating pluripotency of stem cells,"MAPK1,AKT1,MYC",KEGG,0.00023
DOID:3114,Serous cystadenocarcinoma,"TP53,BRCA1",DISEASES,0.00024
DOID:3012,Li-Fraumeni syndrome,"TP53,BRCA1",DISEASES,0.00024
GO:0006112,Energy reserve metabolic process,"MTOR,AKT1,MYC",Process,0.00024
GO:0045936,Negative regulation of phosphate metabolic process,"TP53,MTOR,PTEN,AKT1,MYC",Process,0.00025
BTO:0000567,HeLa cell,"TP53,MYC",TISSUES,0.00025
GO:0060135,Maternal process involved in female pregnancy,"MAPK1,MTOR,AKT1",Process,0.00025
WP2813,Mammary gland development pathway - Embryonic development (Stage 1 of 4),"AKT1,MYC",WikiPathways,0.00025
HP:0001892,Abnormal bleeding,"MAPK1,TP53,PTEN,AKT1,MYC",HPO,0.00025
WP3853,ERK pathway in Huntingtons disease,"MAPK1,EGFR",WikiPathways,0.00025
BTO:0000018,A-549 cell,"TP53,AKT1",TISSUES,0.00025
BTO:0001615,Colorectal cancer cell,"TP53,AKT1",TISSUES,0.00025
WP1545,miRNAs involved in DNA damage response,"TP53,MYC",WikiPathways,0.00025
HP:0005374,Cellular immunodeficiency,"TP53,PTEN,AKT1",HPO,0.00026
GO:0051049,Regulation of transport,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00026
GO:0007610,Behavior,"MAPK1,TP53,EGFR,MTOR,PTEN",Process,0.00026
GO:1901576,Organic substance biosynthetic process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,0.00027
GO:0043542,Endothelial cell migration,"PTEN,AKT1,VEGFA",Process,0.00027
WP4217,Ebola virus pathway in host,"MAPK1,EGFR,AKT1",WikiPathways,0.00027
WP3915,Angiopoietin-like protein 8 regulatory pathway,"MAPK1,MTOR,AKT1",WikiPathways,0.00027
GO:0071356,Cellular response to tumor necrosis factor,"MAPK1,TP53,BRCA1,AKT1",Process,0.00027
HSA-2262752,Cellular responses to stress,"MAPK1,CDK2,TP53,MTOR,VEGFA",RCTM,0.00028
BTO:0000731,Acute lymphoblastic leukemia cell,"TP53,AKT1",TISSUES,0.00028
HSA-8943724,Regulation of PTEN gene transcription,"MAPK1,TP53,MTOR",RCTM,0.00028
hsa04934,Cushing syndrome,"MAPK1,CDK2,EGFR",KEGG,0.00029
GO:2000573,Positive regulation of DNA biosynthetic process,"MAPK1,VEGFA,MYC",Process,0.0003
GO:0060429,Epithelium development,"MAPK1,TP53,EGFR,AKT1,VEGFA,MYC",Process,0.0003
GO:0038127,ERBB signaling pathway,"MAPK1,EGFR,AKT1",Process,0.0003
HP:0045058,Abnormality of the testis size,"PTEN,BRCA1,AKT1",HPO,0.00031
HP:0004472,Mandibular hyperostosis,"PTEN,AKT1",HPO,0.00031
GO:0050730,Regulation of peptidyl-tyrosine phosphorylation,"TP53,EGFR,MTOR,VEGFA",Process,0.00031
HP:0007403,Hypertrophy of skin of soles,"PTEN,AKT1",HPO,0.00031
GO:0018107,Peptidyl-threonine phosphorylation,"MAPK1,MTOR,AKT1",Process,0.00032
GO:0031400,Negative regulation of protein modification process,"MTOR,PTEN,BRCA1,AKT1,MYC",Process,0.00032
GO:0007611,Learning or memory,"MAPK1,EGFR,MTOR,PTEN",Process,0.00032
HP:0012740,Papilloma,"TP53,PTEN,AKT1",HPO,0.00033
WP3888,VEGFA-VEGFR2 signaling pathway,"MAPK1,MTOR,AKT1,VEGFA",WikiPathways,0.00033
GO:0061419,Positive regulation of transcription from RNA polymerase II promoter in response to hypoxia,"TP53,VEGFA",Process,0.00033
GO:1903689,"Regulation of wound healing, spreading of epidermal cells","MTOR,PTEN",Process,0.00033
WP3859,TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition,"MAPK1,AKT1",WikiPathways,0.00033
WP4300,Extracellular vesicles in the crosstalk of cardiac cells,"EGFR,PTEN",WikiPathways,0.00033
GO:0070141,Response to UV-A,"EGFR,AKT1",Process,0.00033
WP2380,Brain-derived neurotrophic factor (BDNF) signaling pathway,"MAPK1,MTOR,AKT1",WikiPathways,0.00034
GO:0071229,Cellular response to acid chemical,"EGFR,MTOR,VEGFA",Process,0.00035
GO:0072422,Signal transduction involved in DNA damage checkpoint,"CDK2,TP53,BRCA1",Process,0.00035
WP1742,TP53 network,"TP53,MYC",WikiPathways,0.00035
HP:0011017,Abnormal cellular physiology,"TP53,MTOR,PTEN,BRCA1,AKT1",HPO,0.00036
HP:0002721,Immunodeficiency,"TP53,PTEN,AKT1,MYC",HPO,0.00036
BTO:0000093,MCF-7 cell,"TP53,AKT1",TISSUES,0.00036
GO:0048511,Rhythmic process,"TP53,EGFR,MTOR,PTEN",Process,0.00036
GO:0030030,Cell projection organization,"MAPK1,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.00038
GO:0010638,Positive regulation of organelle organization,"MAPK1,TP53,MTOR,BRCA1,VEGFA",Process,0.00038
WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,"TP53,VEGFA",WikiPathways,0.00039
WP4666,Hepatitis B infection,"MAPK1,AKT1,MYC",WikiPathways,0.00039
HP:0004099,Macrodactyly,"PTEN,AKT1",HPO,0.00041
GO:0016579,Protein deubiquitination,"TP53,PTEN,BRCA1,MYC",Process,0.00041
HP:0002890,Thyroid carcinoma,"TP53,PTEN,AKT1",HPO,0.00041
HP:0010516,Thymus hyperplasia,"PTEN,AKT1",HPO,0.00041
HP:0100730,Bronchogenic cyst,"PTEN,AKT1",HPO,0.00041
HP:0012871,Varicocele,"PTEN,AKT1",HPO,0.00041
GO:0030330,"DNA damage response, signal transduction by p53 class mediator","CDK2,TP53,BRCA1",Process,0.00043
HSA-109582,Hemostasis,"MAPK1,CDK2,TP53,AKT1,VEGFA",RCTM,0.00043
DOID:2871,Endometrial carcinoma,"TP53,PTEN",DISEASES,0.00043
HP:0100026,Arteriovenous malformation,"PTEN,BRCA1,AKT1",HPO,0.00044
GO:0035239,Tube morphogenesis,"EGFR,PTEN,AKT1,VEGFA,MYC",Process,0.00044
GO:0048145,Regulation of fibroblast proliferation,"TP53,EGFR,MYC",Process,0.00044
WP4239,Epithelial to mesenchymal transition in colorectal cancer,"MAPK1,TP53,AKT1",WikiPathways,0.00045
WP3872,Regulation of apoptosis by parathyroid hormone-related protein,"AKT1,MYC",WikiPathways,0.00045
HP:0011121,Abnormality of skin morphology,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",HPO,0.00045
WP1584,Type II diabetes mellitus,"MAPK1,MTOR",WikiPathways,0.00045
GO:0071158,Positive regulation of cell cycle arrest,"CDK2,TP53,BRCA1",Process,0.00046
WP712,Estrogen signaling pathway,"MAPK1,AKT1",WikiPathways,0.00047
DOID:0050736,Autosomal dominant disease,"TP53,MTOR,PTEN,BRCA1,AKT1,VEGFA",DISEASES,0.00047
HP:0001824,Weight loss,"TP53,PTEN,BRCA1,AKT1",HPO,0.00048
HP:0011355,Localized skin lesion,"MAPK1,MTOR,PTEN,BRCA1,AKT1",HPO,0.00048
hsa05203,Viral carcinogenesis,"MAPK1,CDK2,TP53",KEGG,0.00048
HP:0100521,Neoplasm of the thymus,"PTEN,AKT1",HPO,0.00051
HP:0001004,Lymphedema,"MAPK1,PTEN,AKT1",HPO,0.00051
WP5074,Kallmann syndrome,"MAPK1,AKT1",WikiPathways,0.00051
WP3982,miRNA regulation of p53 pathway in prostate cancer,"TP53,PTEN",WikiPathways,0.00051
GO:0001892,Embryonic placenta development,"MAPK1,EGFR,AKT1",Process,0.00052
GO:0048661,Positive regulation of smooth muscle cell proliferation,"EGFR,MTOR,AKT1",Process,0.00052
GO:0045944,Positive regulation of transcription by RNA polymerase II,"TP53,EGFR,BRCA1,AKT1,VEGFA,MYC",Process,0.00053
HP:0007565,Multiple cafe-au-lait spots,"PTEN,BRCA1,AKT1",HPO,0.00053
HSA-5688426,Deubiquitination,"TP53,PTEN,BRCA1,MYC",RCTM,0.00053
GO:0097306,Cellular response to alcohol,"PTEN,BRCA1,AKT1",Process,0.00053
HP:0000271,Abnormality of the face,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,0.00054
WP26,S1P receptor signal transduction,"MAPK1,AKT1",WikiPathways,0.00054
HSA-69202,Cyclin E associated events during G1/S transition,"CDK2,AKT1,MYC",RCTM,0.00054
HSA-168256,Immune System,"MAPK1,TP53,MTOR,PTEN,AKT1,VEGFA,MYC",RCTM,0.00054
HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,"CDK2,AKT1,MYC",RCTM,0.00055
HP:0004377,Hematological neoplasm,"TP53,PTEN,BRCA1,MYC",HPO,0.00056
WP581,EPO receptor signaling,"MAPK1,AKT1",WikiPathways,0.00057
WP3658,Wnt/beta-catenin signaling pathway in leukemia,"AKT1,MYC",WikiPathways,0.00057
WP4223,Ras signaling,"MAPK1,EGFR,AKT1",WikiPathways,0.00058
GO:0051336,Regulation of hydrolase activity,"TP53,EGFR,MTOR,AKT1,VEGFA,MYC",Process,0.0006
GO:0009895,Negative regulation of catabolic process,"TP53,EGFR,MTOR,AKT1",Process,0.0006
GO:0001938,Positive regulation of endothelial cell proliferation,"MTOR,AKT1,VEGFA",Process,0.00061
GO:0031058,Positive regulation of histone modification,"TP53,BRCA1,VEGFA",Process,0.00062
GO:0051129,Negative regulation of cellular component organization,"TP53,PTEN,BRCA1,AKT1,VEGFA",Process,0.00062
GO:0034766,Negative regulation of ion transmembrane transport,"MTOR,PTEN,AKT1",Process,0.00063
WP2643,Nanoparticle-mediated activation of receptor signaling,"MAPK1,EGFR",WikiPathways,0.00064
GO:0010942,Positive regulation of cell death,"TP53,MTOR,PTEN,AKT1,MYC",Process,0.00064
WP2583,T cell receptor and co-stimulatory signaling,"PTEN,AKT1",WikiPathways,0.00064
DOID:3068,Glioblastoma multiforme,"TP53,EGFR",DISEASES,0.00064
GO:0006796,Phosphate-containing compound metabolic process,"MAPK1,CDK2,EGFR,MTOR,PTEN,AKT1,MYC",Process,0.00065
hsa05170,Human immunodeficiency virus 1 infection,"MAPK1,MTOR,AKT1",KEGG,0.00065
GO:0000079,Regulation of cyclin-dependent protein serine/threonine kinase activity,"EGFR,PTEN,AKT1",Process,0.00065
GO:0007049,Cell cycle,"MAPK1,CDK2,TP53,MTOR,BRCA1,MYC",Process,0.00066
HP:0007483,Depigmentation/hyperpigmentation of skin,"PTEN,AKT1",HPO,0.00066
GO:0010749,Regulation of nitric oxide mediated signal transduction,"EGFR,VEGFA",Process,0.00066
hsa05132,Salmonella infection,"MAPK1,AKT1,MYC",KEGG,0.00069
HSA-6804756,Regulation of TP53 Activity through Phosphorylation,"CDK2,TP53,BRCA1",RCTM,0.0007
GO:0019217,Regulation of fatty acid metabolic process,"MTOR,BRCA1,AKT1",Process,0.00071
GO:0048513,Animal organ development,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA,MYC",Process,0.00071
GO:0030162,Regulation of proteolysis,"TP53,PTEN,AKT1,VEGFA,MYC",Process,0.00074
DOID:6457,Cowden syndrome,"PTEN,AKT1",DISEASES,0.00076
GO:0043276,Anoikis,"MTOR,AKT1",Process,0.00076
GO:0006357,Regulation of transcription by RNA polymerase II,"CDK2,TP53,EGFR,BRCA1,AKT1,VEGFA,MYC",Process,0.00076
DOID:4007,Bladder carcinoma,"TP53,MYC",DISEASES,0.00076
GO:0062014,Negative regulation of small molecule metabolic process,"TP53,BRCA1,AKT1",Process,0.00076
GO:1903800,Positive regulation of production of miRNAs involved in gene silencing by miRNA,"TP53,EGFR",Process,0.00076
DOID:7,Disease of anatomical entity,"CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",DISEASES,0.00076
DOID:0060108,Brain glioma,"TP53,EGFR",DISEASES,0.00076
DOID:4905,Pancreatic carcinoma,"TP53,MYC",DISEASES,0.00076
GO:0097011,Cellular response to granulocyte macrophage colony-stimulating factor stimulus,"MAPK1,AKT1",Process,0.00076
HP:0011124,Abnormal epidermal morphology,"EGFR,PTEN,AKT1",HPO,0.00076
WP2817,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),"EGFR,MYC",WikiPathways,0.00076
GO:0071902,Positive regulation of protein serine/threonine kinase activity,"MAPK1,EGFR,AKT1,VEGFA",Process,0.0008
GO:2001022,Positive regulation of response to DNA damage stimulus,"EGFR,BRCA1,MYC",Process,0.0008
HSA-4420097,VEGFA-VEGFR2 Pathway,"MTOR,AKT1,VEGFA",RCTM,0.0008
GO:2000134,Negative regulation of G1/S transition of mitotic cell cycle,"CDK2,TP53,PTEN",Process,0.00081
WP2112,IL-17 signaling pathway,"MAPK1,AKT1",WikiPathways,0.00081
GO:0051345,Positive regulation of hydrolase activity,"EGFR,MTOR,AKT1,VEGFA,MYC",Process,0.00083
GO:0034641,Cellular nitrogen compound metabolic process,"MAPK1,CDK2,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1",Process,0.00083
HP:0007818,Central heterochromia,"PTEN,AKT1",HPO,0.00085
GO:0035051,Cardiocyte differentiation,"MAPK1,MTOR,VEGFA",Process,0.00085
WP4481,Resistin as a regulator of inflammation,"MAPK1,AKT1",WikiPathways,0.00085
WP4874,CAMKK2 pathway,"MAPK1,MTOR",WikiPathways,0.00085
HP:0001140,Limbal dermoid,"PTEN,AKT1",HPO,0.00085
HP:0001031,Subcutaneous lipoma,"PTEN,AKT1",HPO,0.00085
GO:0042802,Identical protein binding,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA",Function,0.00086
GO:0019901,Protein kinase binding,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1",Function,0.00086
GO:0006275,Regulation of DNA replication,"CDK2,TP53,EGFR",Process,0.00088
WP313,Hepatocyte growth factor receptor signaling,"MAPK1,PTEN",WikiPathways,0.00088
HP:0011028,Abnormality of blood circulation,"TP53,PTEN,AKT1,MYC",HPO,0.00089
GO:0033138,Positive regulation of peptidyl-serine phosphorylation,"EGFR,AKT1,VEGFA",Process,0.0009
GO:0021782,Glial cell development,"EGFR,PTEN,AKT1",Process,0.0009
GO:0060322,Head development,"MAPK1,TP53,EGFR,MTOR,PTEN",Process,0.0009
HP:0100835,Benign neoplasm of the central nervous system,"TP53,PTEN,AKT1",HPO,0.00092
HP:0002230,Generalized hirsutism,"MAPK1,PTEN,AKT1",HPO,0.00092
GO:0051253,Negative regulation of RNA metabolic process,"CDK2,TP53,MTOR,BRCA1,VEGFA,MYC",Process,0.00094
HP:0001555,Asymmetry of the thorax,"PTEN,AKT1",HPO,0.00095
HP:0007899,Retinal nonattachment,"PTEN,AKT1",HPO,0.00095
HP:0004418,Thrombophlebitis,"PTEN,AKT1",HPO,0.00095
GO:0010038,Response to metal ion,"MAPK1,EGFR,PTEN,AKT1",Process,0.00095
GO:0010666,Positive regulation of cardiac muscle cell apoptotic process,"TP53,PTEN",Process,0.00095
GO:1903960,Negative regulation of anion transmembrane transport,"MTOR,AKT1",Process,0.00095
WP1471,Target of rapamycin (TOR) signaling,"MTOR,AKT1",WikiPathways,0.00097
HP:0010622,Neoplasm of the skeletal system,"TP53,PTEN,AKT1",HPO,0.00098
HP:0000316,Hypertelorism,"MAPK1,MTOR,PTEN,BRCA1,AKT1",HPO,0.00098
HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","MAPK1,EGFR,AKT1",RCTM,0.00099
GO:0048609,Multicellular organismal reproductive process,"MAPK1,EGFR,MTOR,PTEN,AKT1",Process,0.00099
WP3614,Photodynamic therapy-induced HIF-1 survival signaling,"TP53,VEGFA",WikiPathways,0.001
WP4331,Neovascularisation processes,"MAPK1,AKT1",WikiPathways,0.001
GO:0010906,Regulation of glucose metabolic process,"TP53,MTOR,AKT1",Process,0.001
DOID:0060073,Lymphatic system cancer,"TP53,AKT1,MYC",DISEASES,0.001
GO:0065009,Regulation of molecular function,"MAPK1,TP53,EGFR,MTOR,PTEN,BRCA1,AKT1,VEGFA,MYC",Process,0.0011
HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"EGFR,VEGFA",RCTM,0.0011
GO:0004674,Protein serine/threonine kinase activity,"MAPK1,CDK2,EGFR,MTOR,AKT1",Function,0.0011
GO:0007166,Cell surface receptor signaling pathway,"MAPK1,TP53,EGFR,PTEN,AKT1,VEGFA,MYC",Process,0.0011
WP4871,Kisspeptin/kisspeptin receptor system in the ovary,"MAPK1,AKT1",WikiPathways,0.0011
HP:0007552,Abnormal subcutaneous fat tissue distribution,"PTEN,AKT1",HPO,0.0011
HP:0010816,Epidermal nevus,"PTEN,AKT1",HPO,0.0011
HP:0000153,Abnormality of the mouth,"MAPK1,EGFR,MTOR,PTEN,BRCA1,AKT1,MYC",HPO,0.0011
GO:0014066,Regulation of phosphatidylinositol 3-kinase signaling,"MAPK1,EGFR,PTEN",Process,0.0011
GO:0009605,Response to external stimulus,"MAPK1,TP53,EGFR,MTOR,PTEN,AKT1,VEGFA",Process,0.0011
GO:0050767,Regulation of neurogenesis,"TP53,MTOR,PTEN,AKT1,VEGFA",Process,0.0011
GO:0051547,Regulation of keratinocyte migration,"MTOR,PTEN",Process,0.0011
HP:0001102,Angioid streaks of the fundus,"PTEN,AKT1",HPO,0.0011
GO:0008015,Blood circulation,"EGFR,MTOR,AKT1,VEGFA",Process,0.0012
GO:0030879,Mammary gland development,"MAPK1,AKT1,VEGFA",Process,0.0012
GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","TP53,BRCA1",Process,0.0012
WP364,IL-6 signaling pathway,"MAPK1,AKT1",WikiPathways,0.0013
hsa04930,Type II diabetes mellitus,"MAPK1,MTOR",KEGG,0.0013
GO:1905477,Positive regulation of protein localization to membrane,"TP53,EGFR,AKT1",Process,0.0013
GO:2001233,Regulation of apoptotic signaling pathway,"TP53,PTEN,BRCA1,AKT1",Process,0.0013
WP2036,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,"MAPK1,AKT1",WikiPathways,0.0013
HP:0002665,Lymphoma,"TP53,PTEN,MYC",HPO,0.0013
