source_db,term_id,term_name,p_adj,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0031974,membrane-enclosed lumen,0.0007010648098357541,True,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",6695,10,10,22149,1.0,0.0014936519790888724,query_1,['GO:0110165']
GO:CC,GO:0070013,intracellular organelle lumen,0.0007010648098357541,True,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",6695,10,10,22149,1.0,0.0014936519790888724,query_1,"['GO:0043229', 'GO:0043233']"
GO:BP,GO:0042552,myelination,0.000705482560969323,True,"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]",157,10,4,21026,0.4,0.025477707006369428,query_1,['GO:0008366']
GO:BP,GO:0008366,axon ensheathment,0.0007421450691938763,True,"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]",159,10,4,21026,0.4,0.025157232704402517,query_1,['GO:0007272']
GO:BP,GO:0007272,ensheathment of neurons,0.0007421450691938763,True,"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]",159,10,4,21026,0.4,0.025157232704402517,query_1,"['GO:0007399', 'GO:0009987']"
GO:BP,GO:0001701,in utero embryonic development,0.0007711576542195283,True,"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",413,10,5,21026,0.5,0.012106537530266344,query_1,['GO:0043009']
GO:BP,GO:0023057,negative regulation of signaling,0.0007900389475917144,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1435,10,7,21026,0.7,0.004878048780487805,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
GO:BP,GO:0010648,negative regulation of cell communication,0.0007938037881101809,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1436,10,7,21026,0.7,0.004874651810584958,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']"
GO:BP,GO:0030307,positive regulation of cell growth,0.0007997779314401438,True,"""Any process that activates or increases the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",162,10,4,21026,0.4,0.024691358024691357,query_1,"['GO:0001558', 'GO:0016049', 'GO:0045927', 'GO:0048522']"
GO:BP,GO:0072331,signal transduction by p53 class mediator,0.0008400100133357472,True,"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",164,10,4,21026,0.4,0.024390243902439025,query_1,['GO:0035556']
GO:BP,GO:0000723,telomere maintenance,0.0008400100133357472,True,"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences."" [GOC:BHF, GOC:BHF_telomere, GOC:elh, GOC:rl, PMID:11092831]",164,10,4,21026,0.4,0.024390243902439025,query_1,"['GO:0006259', 'GO:0032200']"
GO:BP,GO:0042981,regulation of apoptotic process,0.0008971807150164363,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1462,10,7,21026,0.7,0.0047879616963064295,query_1,"['GO:0006915', 'GO:0043067']"
GO:BP,GO:0023051,regulation of signaling,0.0009100412776604172,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3478,10,9,21026,0.9,0.002587694077055779,query_1,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0010646,regulation of cell communication,0.0009287031043545496,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3486,10,9,21026,0.9,0.0025817555938037868,query_1,"['GO:0007154', 'GO:0050794']"
GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,0.0010161901677685427,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",172,10,4,21026,0.4,0.023255813953488372,query_1,"['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']"
GO:BP,GO:0009314,response to radiation,0.001019259403617652,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",437,10,5,21026,0.5,0.011441647597254004,query_1,['GO:0009628']
KEGG,KEGG:04072,Phospholipase D signaling pathway,0.0010279846680072047,True,Phospholipase D signaling pathway,147,10,4,8484,0.4,0.027210884353741496,query_1,['KEGG:00000']
GO:BP,GO:0050673,epithelial cell proliferation,0.0010661334705622688,True,"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",441,10,5,21026,0.5,0.011337868480725623,query_1,['GO:0008283']
GO:BP,GO:0043067,regulation of programmed cell death,0.0010981676870276298,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1506,10,7,21026,0.7,0.004648074369189907,query_1,"['GO:0012501', 'GO:0050794']"
GO:MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups",0.0011742339844404972,True,"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",1176,10,6,20246,0.6,0.00510204081632653,query_1,['GO:0016740']
GO:MF,GO:0140677,molecular function activator activity,0.0011800409309039284,True,"""A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]",1177,10,6,20246,0.6,0.005097706032285472,query_1,['GO:0098772']
GO:BP,GO:0046777,protein autophosphorylation,0.0011917247656815899,True,"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]",179,10,4,21026,0.4,0.0223463687150838,query_1,['GO:0006468']
REAC,REAC:R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,0.0012318945835654183,True,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,38,10,3,11004,0.3,0.07894736842105263,query_1,['REAC:R-HSA-212436']
GO:BP,GO:0006796,phosphate-containing compound metabolic process,0.0012334868371588607,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2407,10,8,21026,0.8,0.0033236393851267137,query_1,['GO:0006793']
GO:BP,GO:0006793,phosphorus metabolic process,0.001245506433090465,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",2410,10,8,21026,0.8,0.0033195020746887966,query_1,['GO:0008152']
KEGG,KEGG:04150,mTOR signaling pathway,0.001267606881404984,True,mTOR signaling pathway,155,10,4,8484,0.4,0.025806451612903226,query_1,['KEGG:00000']
GO:BP,GO:0046890,regulation of lipid biosynthetic process,0.0012734836998984094,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]",182,10,4,21026,0.4,0.02197802197802198,query_1,"['GO:0008610', 'GO:0009889', 'GO:0019216']"
GO:BP,GO:0048512,circadian behavior,0.0013527936907481296,True,"""The specific behavior of an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators, GOC:pr]",46,10,3,21026,0.3,0.06521739130434782,query_1,"['GO:0007622', 'GO:0007623']"
GO:BP,GO:0048568,embryonic organ development,0.0013554096171406523,True,"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",463,10,5,21026,0.5,0.01079913606911447,query_1,"['GO:0009790', 'GO:0048513']"
GO:BP,GO:0080090,regulation of primary metabolic process,0.001416198900380986,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5390,10,10,21026,1.0,0.0018552875695732839,query_1,"['GO:0019222', 'GO:0044238']"
GO:CC,GO:0016605,PML body,0.0014598212749544395,True,"""A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."" [GOC:ma, PMID:10944585]",108,10,3,22149,0.3,0.027777777777777776,query_1,['GO:0016604']
GO:BP,GO:0051093,negative regulation of developmental process,0.0014962768832233052,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",925,10,6,21026,0.6,0.006486486486486486,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
KEGG,KEGG:04630,JAK-STAT signaling pathway,0.0015090859386932562,True,JAK-STAT signaling pathway,162,10,4,8484,0.4,0.024691358024691357,query_1,['KEGG:00000']
GO:BP,GO:0009967,positive regulation of signal transduction,0.0015092381627921652,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1578,10,7,21026,0.7,0.004435994930291508,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0070849,response to epidermal growth factor,0.0015405944736247108,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]",48,10,3,21026,0.3,0.0625,query_1,['GO:0070848']
GO:BP,GO:0007622,rhythmic behavior,0.0015405944736247108,True,"""The specific behavior of an organism that recur with measured regularity."" [GOC:jl, GOC:pr]",48,10,3,21026,0.3,0.0625,query_1,['GO:0007610']
GO:BP,GO:0032200,telomere organization,0.0015439279673157343,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",191,10,4,21026,0.4,0.020942408376963352,query_1,['GO:0051276']
KEGG,KEGG:04140,Autophagy - animal,0.0016223325797456456,True,Autophagy - animal,165,10,4,8484,0.4,0.024242424242424242,query_1,['KEGG:00000']
GO:BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,0.0017821502029911481,True,"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",198,10,4,21026,0.4,0.020202020202020204,query_1,"['GO:0001932', 'GO:0018108']"
GO:BP,GO:0010638,positive regulation of organelle organization,0.0018281377429878762,True,"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",492,10,5,21026,0.5,0.01016260162601626,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051130']"
GO:BP,GO:0010468,regulation of gene expression,0.0018505173020009077,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",5536,10,10,21026,1.0,0.0018063583815028901,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0030334,regulation of cell migration,0.0018598396685067043,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",960,10,6,21026,0.6,0.00625,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,0.002007230543417837,True,"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",204,10,4,21026,0.4,0.0196078431372549,query_1,"['GO:0008284', 'GO:0050673', 'GO:0050678']"
GO:BP,GO:0002009,morphogenesis of an epithelium,0.002038233516226773,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",503,10,5,21026,0.5,0.009940357852882704,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,0.0021033770110369717,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2578,10,8,21026,0.8,0.0031031807602792862,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0007049,cell cycle,0.002155859857585535,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",1663,10,7,21026,0.7,0.004209260372820205,query_1,['GO:0009987']
GO:BP,GO:0071356,cellular response to tumor necrosis factor,0.002168599097622312,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]",208,10,4,21026,0.4,0.019230769230769232,query_1,"['GO:0034612', 'GO:0071345']"
GO:BP,GO:0031667,response to nutrient levels,0.0021815778373691468,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]",510,10,5,21026,0.5,0.00980392156862745,query_1,['GO:0050896']
GO:BP,GO:0048523,negative regulation of cellular process,0.0021862670684460782,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,10,10,21026,1.0,0.0017765144785930006,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,0.002200310208447313,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2593,10,8,21026,0.8,0.0030852294639413806,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:1901700,response to oxygen-containing compound,0.0022092263311140575,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1669,10,7,21026,0.7,0.004194128220491312,query_1,['GO:0042221']
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,0.002245277451332685,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5644,10,10,21026,1.0,0.001771793054571226,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']"
GO:BP,GO:0007623,circadian rhythm,0.0022528080908805733,True,"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]",210,10,4,21026,0.4,0.01904761904761905,query_1,['GO:0048511']
KEGG,KEGG:04370,VEGF signaling pathway,0.0022720526791494724,True,VEGF signaling pathway,59,10,3,8484,0.3,0.05084745762711865,query_1,['KEGG:00000']
GO:BP,GO:0048585,negative regulation of response to stimulus,0.002309974533461836,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1680,10,7,21026,0.7,0.004166666666666667,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
GO:CC,GO:0005815,microtubule organizing center,0.002386950434123411,True,"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]",886,10,5,22149,0.5,0.0056433408577878106,query_1,"['GO:0015630', 'GO:0110165']"
GO:BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0024641505515625764,True,"""Any signaling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]",56,10,3,21026,0.3,0.05357142857142857,query_1,"['GO:0000082', 'GO:1901991', 'GO:1902807', 'GO:2000045']"
GO:CC,GO:0016604,nuclear body,0.0024930607482319097,True,"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]",894,10,5,22149,0.5,0.005592841163310962,query_1,"['GO:0005654', 'GO:0110165']"
REAC,REAC:R-HSA-1640170,Cell Cycle,0.0025151720286977885,True,Cell Cycle,679,10,6,11004,0.6,0.008836524300441826,query_1,['REAC:0000000']
GO:BP,GO:0042221,response to chemical,0.00255073175859283,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3909,10,9,21026,0.9,0.0023023791250959325,query_1,['GO:0050896']
GO:BP,GO:1902895,positive regulation of miRNA transcription,0.0026003975181538327,True,"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",57,10,3,21026,0.3,0.05263157894736842,query_1,"['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']"
GO:BP,GO:2000145,regulation of cell motility,0.0026816569524689385,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1022,10,6,21026,0.6,0.005870841487279843,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
GO:BP,GO:0009894,regulation of catabolic process,0.0029694883803155856,True,"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",1040,10,6,21026,0.6,0.0057692307692307696,query_1,"['GO:0009056', 'GO:0019222']"
GO:BP,GO:0009889,regulation of biosynthetic process,0.0029957956914931473,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",5809,10,10,21026,1.0,0.001721466689619556,query_1,"['GO:0009058', 'GO:0019222']"
REAC,REAC:R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,0.003022194959354405,True,Signaling by Non-Receptor Tyrosine Kinases,51,10,3,11004,0.3,0.058823529411764705,query_1,['REAC:R-HSA-162582']
REAC,REAC:R-HSA-8848021,Signaling by PTK6,0.003022194959354405,True,Signaling by PTK6,51,10,3,11004,0.3,0.058823529411764705,query_1,['REAC:R-HSA-9006927']
GO:BP,GO:0046686,response to cadmium ion,0.0030389225978555575,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]",60,10,3,21026,0.3,0.05,query_1,['GO:0010038']
GO:BP,GO:0048583,regulation of response to stimulus,0.0030759009415487312,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,10,9,21026,0.9,0.002253944402704733,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0006366,transcription by RNA polymerase II,0.003107653549782547,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2711,10,8,21026,0.8,0.002950940612320177,query_1,['GO:0006351']
GO:BP,GO:0048519,negative regulation of biological process,0.0031273544577970027,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,10,10,21026,1.0,0.0017140898183064792,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0034612,response to tumor necrosis factor,0.003179310910230604,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]",229,10,4,21026,0.4,0.017467248908296942,query_1,['GO:0034097']
GO:BP,GO:1902807,negative regulation of cell cycle G1/S phase transition,0.003195309124389065,True,"""Any signaling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]",61,10,3,21026,0.3,0.04918032786885246,query_1,"['GO:0044843', 'GO:1901988', 'GO:1902806']"
GO:BP,GO:0022008,neurogenesis,0.0033033129040486503,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1771,10,7,21026,0.7,0.003952569169960474,query_1,"['GO:0007399', 'GO:0030154']"
KEGG,KEGG:05169,Epstein-Barr virus infection,0.00332130751822588,True,Epstein-Barr virus infection,198,10,4,8484,0.4,0.020202020202020204,query_1,['KEGG:00000']
GO:BP,GO:0030335,positive regulation of cell migration,0.003423193995005039,True,"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]",559,10,5,21026,0.5,0.008944543828264758,query_1,"['GO:0016477', 'GO:0030334', 'GO:2000147']"
GO:MF,GO:0106310,protein serine kinase activity,0.0034241938397647836,True,"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate."" [RHEA:17989]",360,10,4,20246,0.4,0.011111111111111112,query_1,['GO:0004672']
GO:BP,GO:0040012,regulation of locomotion,0.0034485374608915122,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1067,10,6,21026,0.6,0.005623242736644799,query_1,"['GO:0040011', 'GO:0050789']"
KEGG,KEGG:05211,Renal cell carcinoma,0.0034830779106110716,True,Renal cell carcinoma,68,10,3,8484,0.3,0.04411764705882353,query_1,['KEGG:00000']
GO:BP,GO:0048731,system development,0.0035073456063781996,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4053,10,9,21026,0.9,0.0022205773501110288,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0001667,ameboidal-type cell migration,0.0035233587120339516,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",235,10,4,21026,0.4,0.01702127659574468,query_1,['GO:0016477']
GO:BP,GO:0043456,regulation of pentose-phosphate shunt,0.003547332597488932,True,"""Any process that modulates the frequency, rate or extent of the pentose-phosphate shunt, the process in which glucose is oxidized, coupled to NADPH synthesis."" [GOC:jl]",6,10,2,21026,0.2,0.3333333333333333,query_1,"['GO:0006098', 'GO:0034248', 'GO:0043467', 'GO:0043470', 'GO:1902031']"
REAC,REAC:R-HSA-109606,Intrinsic Pathway for Apoptosis,0.0035944796031232413,True,Intrinsic Pathway for Apoptosis,54,10,3,11004,0.3,0.05555555555555555,query_1,['REAC:R-HSA-109581']
GO:BP,GO:0048522,positive regulation of cellular process,0.0036205841283432467,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5920,10,10,21026,1.0,0.0016891891891891893,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0018108,peptidyl-tyrosine phosphorylation,0.0037676014533057764,True,"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]",239,10,4,21026,0.4,0.016736401673640166,query_1,"['GO:0006468', 'GO:0018212']"
GO:BP,GO:2000630,positive regulation of miRNA metabolic process,0.0038741750275533373,True,"""Any process that activates or increases the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",65,10,3,21026,0.3,0.046153846153846156,query_1,"['GO:0010586', 'GO:0051254', 'GO:2000628']"
GO:BP,GO:0018212,peptidyl-tyrosine modification,0.003894333403417678,True,"""The modification of peptidyl-tyrosine."" [GOC:go_curators]",241,10,4,21026,0.4,0.016597510373443983,query_1,['GO:0018193']
GO:BP,GO:0033044,regulation of chromosome organization,0.003958873762896951,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]",242,10,4,21026,0.4,0.01652892561983471,query_1,"['GO:0033043', 'GO:0051276']"
GO:BP,GO:0035295,tube development,0.004140471268615972,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1101,10,6,21026,0.6,0.005449591280653951,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0007165,signal transduction,0.004154957985470314,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6002,10,10,21026,1.0,0.0016661112962345886,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
KEGG,KEGG:04015,Rap1 signaling pathway,0.004181106562774336,True,Rap1 signaling pathway,210,10,4,8484,0.4,0.01904761904761905,query_1,['KEGG:00000']
GO:BP,GO:0051130,positive regulation of cellular component organization,0.004228879373412778,True,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",1105,10,6,21026,0.6,0.005429864253393665,query_1,"['GO:0016043', 'GO:0048522', 'GO:0051128']"
