term_name,p_value,z_score,combined_score,overlapping_genes,p_adj,lib
Response To UV-A (GO:0070141),0.006482395492037067,184.9814814814815,932.059746399125,['EGFR'],0.015922777276557065,GO_Biological_Process_2023
Response To Nerve Growth Factor (GO:1990089),0.006482395492037067,184.9814814814815,932.059746399125,['AKT1'],0.015922777276557065,GO_Biological_Process_2023
Cytokine-Mediated Signaling Pathway (GO:0019221),0.0069149465482691895,19.348039215686274,96.23850226744516,"['AKT1', 'TP53']",0.016502867673775456,GO_Biological_Process_2023
Positive Regulation Of Histone Acetylation (GO:0035066),0.006979473680213335,170.74358974358975,847.7046615380154,['BRCA1'],0.016502867673775456,GO_Biological_Process_2023
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),0.006979473680213335,170.74358974358975,847.7046615380154,['BRCA1'],0.016502867673775456,GO_Biological_Process_2023
Regulation Of Histone H3-K4 Methylation (GO:0051569),0.006979473680213335,170.74358974358975,847.7046615380154,['BRCA1'],0.016502867673775456,GO_Biological_Process_2023
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Histone H2A Monoubiquitination (GO:0035518),0.006979473680213335,170.74358974358975,847.7046615380154,['BRCA1'],0.016502867673775456,GO_Biological_Process_2023
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Cardiac Cell Development (GO:0055006),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Photoreceptor Cell Development (GO:0042461),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Mitotic Recombination (GO:0006312),0.006979473680213335,170.74358974358975,847.7046615380154,['PTEN'],0.016502867673775456,GO_Biological_Process_2023
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028),0.006979473680213335,170.74358974358975,847.7046615380154,['VEGFA'],0.016502867673775456,GO_Biological_Process_2023
Positive Regulation Of Signal Transduction (GO:0009967),0.007390943411487676,18.679924242424242,91.67172619510711,"['PTEN', 'VEGFA']",0.017091967080555655,GO_Biological_Process_2023
Regulation Of Cellular Response To Heat (GO:1900034),0.0074763281564485876,158.53968253968253,776.212425317664,['MTOR'],0.017091967080555655,GO_Biological_Process_2023
Positive Regulation Of Glucose Metabolic Process (GO:0010907),0.0074763281564485876,158.53968253968253,776.212425317664,['AKT1'],0.017091967080555655,GO_Biological_Process_2023
Negative Regulation Of Focal Adhesion Assembly (GO:0051895),0.0074763281564485876,158.53968253968253,776.212425317664,['PTEN'],0.017091967080555655,GO_Biological_Process_2023
T Cell Homeostasis (GO:0043029),0.0074763281564485876,158.53968253968253,776.212425317664,['AKT1'],0.017091967080555655,GO_Biological_Process_2023
Positive Regulation Of Sprouting Angiogenesis (GO:1903672),0.0074763281564485876,158.53968253968253,776.212425317664,['VEGFA'],0.017091967080555655,GO_Biological_Process_2023
Regulation Of Monocyte Differentiation (GO:0045655),0.0074763281564485876,158.53968253968253,776.212425317664,['MYC'],0.017091967080555655,GO_Biological_Process_2023
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),0.0074763281564485876,158.53968253968253,776.212425317664,['MTOR'],0.017091967080555655,GO_Biological_Process_2023
Presynapse Assembly (GO:0099054),0.0074763281564485876,158.53968253968253,776.212425317664,['PTEN'],0.017091967080555655,GO_Biological_Process_2023
Dendritic Spine Morphogenesis (GO:0060997),0.0074763281564485876,158.53968253968253,776.212425317664,['PTEN'],0.017091967080555655,GO_Biological_Process_2023
Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),0.0074763281564485876,158.53968253968253,776.212425317664,['PTEN'],0.017091967080555655,GO_Biological_Process_2023
Chemical Synaptic Transmission (GO:0007268),0.007771276887532498,18.190959409594097,88.35932537600738,"['PTEN', 'MAPK1']",0.01764278681809947,GO_Biological_Process_2023
Regulation Of Establishment Of Endothelial Barrier (GO:1903140),0.00797295899684864,147.96296296296296,714.9125872208035,['VEGFA'],0.01764278681809947,GO_Biological_Process_2023
Positive Regulation Of Positive Chemotaxis (GO:0050927),0.00797295899684864,147.96296296296296,714.9125872208035,['VEGFA'],0.01764278681809947,GO_Biological_Process_2023
Positive Regulation Of Telomere Capping (GO:1904355),0.00797295899684864,147.96296296296296,714.9125872208035,['MAPK1'],0.01764278681809947,GO_Biological_Process_2023
Regulation Of Protein Kinase C Signaling (GO:0090036),0.00797295899684864,147.96296296296296,714.9125872208035,['VEGFA'],0.01764278681809947,GO_Biological_Process_2023
Phosphatidylinositol Dephosphorylation (GO:0046856),0.00797295899684864,147.96296296296296,714.9125872208035,['PTEN'],0.01764278681809947,GO_Biological_Process_2023
Cellular Response To Gamma Radiation (GO:0071480),0.00797295899684864,147.96296296296296,714.9125872208035,['TP53'],0.01764278681809947,GO_Biological_Process_2023
Regulation Of Golgi Organization (GO:1903358),0.00797295899684864,147.96296296296296,714.9125872208035,['MAPK1'],0.01764278681809947,GO_Biological_Process_2023
Negative Regulation Of ATP-dependent Activity (GO:0032780),0.00797295899684864,147.96296296296296,714.9125872208035,['TP53'],0.01764278681809947,GO_Biological_Process_2023
Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),0.00797295899684864,147.96296296296296,714.9125872208035,['VEGFA'],0.01764278681809947,GO_Biological_Process_2023
Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),0.00797295899684864,147.96296296296296,714.9125872208035,['VEGFA'],0.01764278681809947,GO_Biological_Process_2023
Positive Regulation Of Cell Differentiation (GO:0045597),0.008329846656493067,17.534697508896798,83.95455761010562,"['AKT1', 'MTOR']",0.01815889549988246,GO_Biological_Process_2023
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",0.00846936628057759,138.70833333333334,661.8190142974174,['TP53'],0.01815889549988246,GO_Biological_Process_2023
Positive Regulation Of Leukocyte Proliferation (GO:0070665),0.00846936628057759,138.70833333333334,661.8190142974174,['MAPK1'],0.01815889549988246,GO_Biological_Process_2023
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000),0.00846936628057759,138.70833333333334,661.8190142974174,['AKT1'],0.01815889549988246,GO_Biological_Process_2023
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),0.00846936628057759,138.70833333333334,661.8190142974174,['BRCA1'],0.01815889549988246,GO_Biological_Process_2023
Androgen Receptor Signaling Pathway (GO:0030521),0.00846936628057759,138.70833333333334,661.8190142974174,['MAPK1'],0.01815889549988246,GO_Biological_Process_2023
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),0.00846936628057759,138.70833333333334,661.8190142974174,['PTEN'],0.01815889549988246,GO_Biological_Process_2023
Positive Chemotaxis (GO:0050918),0.00846936628057759,138.70833333333334,661.8190142974174,['VEGFA'],0.01815889549988246,GO_Biological_Process_2023
Regulation Of Ubiquitin Protein Ligase Activity (GO:1904666),0.00846936628057759,138.70833333333334,661.8190142974174,['PTEN'],0.01815889549988246,GO_Biological_Process_2023
Central Nervous System Neuron Development (GO:0021954),0.00846936628057759,138.70833333333334,661.8190142974174,['PTEN'],0.01815889549988246,GO_Biological_Process_2023
Negative Regulation Of Cellular Senescence (GO:2000773),0.00846936628057759,138.70833333333334,661.8190142974174,['PTEN'],0.01815889549988246,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),0.008615810693167405,17.223776223776223,81.88452443204534,"['CDK2', 'BRCA1']",0.018391493299596336,GO_Biological_Process_2023
DNA Repair (GO:0006281),0.008789515296394112,17.042387543252595,80.68199801967077,"['BRCA1', 'TP53']",0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of Glycolytic Process (GO:0045821),0.008965550093347357,130.54248366013073,615.425022203049,['MTOR'],0.018391493299596336,GO_Biological_Process_2023
Negative Regulation Of Lipid Catabolic Process (GO:0050995),0.008965550093347357,130.54248366013073,615.425022203049,['AKT1'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of Macrophage Migration (GO:1905523),0.008965550093347357,130.54248366013073,615.425022203049,['MAPK1'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of Neuroblast Proliferation (GO:0002052),0.008965550093347357,130.54248366013073,615.425022203049,['VEGFA'],0.018391493299596336,GO_Biological_Process_2023
Ureteric Bud Morphogenesis (GO:0060675),0.008965550093347357,130.54248366013073,615.425022203049,['MYC'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),0.008965550093347357,130.54248366013073,615.425022203049,['MTOR'],0.018391493299596336,GO_Biological_Process_2023
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658),0.008965550093347357,130.54248366013073,615.425022203049,['MYC'],0.018391493299596336,GO_Biological_Process_2023
Cellular Response To Inorganic Substance (GO:0071241),0.008965550093347357,130.54248366013073,615.425022203049,['CDK2'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793),0.008965550093347357,130.54248366013073,615.425022203049,['VEGFA'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of DNA Replication (GO:0045740),0.008965550093347357,130.54248366013073,615.425022203049,['EGFR'],0.018391493299596336,GO_Biological_Process_2023
Regulation Of DNA Damage Checkpoint (GO:2000001),0.008965550093347357,130.54248366013073,615.425022203049,['BRCA1'],0.018391493299596336,GO_Biological_Process_2023
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),0.008965550093347357,130.54248366013073,615.425022203049,['EGFR'],0.018391493299596336,GO_Biological_Process_2023
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047),0.008965550093347357,130.54248366013073,615.425022203049,['VEGFA'],0.018391493299596336,GO_Biological_Process_2023
Positive Regulation Of Focal Adhesion Assembly (GO:0051894),0.008965550093347357,130.54248366013073,615.425022203049,['VEGFA'],0.018391493299596336,GO_Biological_Process_2023
Regulation Of Centriole Replication (GO:0046599),0.009461510512395743,123.28395061728395,574.5677163606151,['BRCA1'],0.018604369116342927,GO_Biological_Process_2023
Positive Regulation Of Histone Methylation (GO:0031062),0.009461510512395743,123.28395061728395,574.5677163606151,['BRCA1'],0.018604369116342927,GO_Biological_Process_2023
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),0.009461510512395743,123.28395061728395,574.5677163606151,['BRCA1'],0.018604369116342927,GO_Biological_Process_2023
Eye Morphogenesis (GO:0048592),0.009461510512395743,123.28395061728395,574.5677163606151,['VEGFA'],0.018604369116342927,GO_Biological_Process_2023
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),0.009461510512395743,123.28395061728395,574.5677163606151,['MAPK1'],0.018604369116342927,GO_Biological_Process_2023
Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),0.009461510512395743,123.28395061728395,574.5677163606151,['AKT1'],0.018604369116342927,GO_Biological_Process_2023
Regulation Of Granulocyte Chemotaxis (GO:0071622),0.009461510512395743,123.28395061728395,574.5677163606151,['MAPK1'],0.018604369116342927,GO_Biological_Process_2023
Negative Regulation Of Peptidyl-Serine Phosphorylation (GO:0033137),0.009461510512395743,123.28395061728395,574.5677163606151,['PTEN'],0.018604369116342927,GO_Biological_Process_2023
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),0.009461510512395743,123.28395061728395,574.5677163606151,['TP53'],0.018604369116342927,GO_Biological_Process_2023
Protein Insertion Into Membrane (GO:0051205),0.009461510512395743,123.28395061728395,574.5677163606151,['EGFR'],0.018604369116342927,GO_Biological_Process_2023
Mesoderm Development (GO:0007498),0.009461510512395743,123.28395061728395,574.5677163606151,['VEGFA'],0.018604369116342927,GO_Biological_Process_2023
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),0.009461510512395743,123.28395061728395,574.5677163606151,['VEGFA'],0.018604369116342927,GO_Biological_Process_2023
Positive Regulation Of Axon Extension (GO:0045773),0.009461510512395743,123.28395061728395,574.5677163606151,['VEGFA'],0.018604369116342927,GO_Biological_Process_2023
Regulation Of Behavior (GO:0050795),0.009461510512395743,123.28395061728395,574.5677163606151,['MTOR'],0.018604369116342927,GO_Biological_Process_2023
Dopaminergic Neuron Differentiation (GO:0071542),0.009461510512395743,123.28395061728395,574.5677163606151,['VEGFA'],0.018604369116342927,GO_Biological_Process_2023
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),0.009461510512395743,123.28395061728395,574.5677163606151,['PTEN'],0.018604369116342927,GO_Biological_Process_2023
Cellular Response To Cytokine Stimulus (GO:0071345),0.009803744046140163,16.08169934640523,74.37771346722535,"['AKT1', 'BRCA1']",0.019227498012972567,GO_Biological_Process_2023
Positive Regulation Of MAPK Cascade (GO:0043410),0.009926385751119298,15.97564935064935,73.68862263509924,"['EGFR', 'VEGFA']",0.019230409534119905,GO_Biological_Process_2023
Stress-Activated Protein Kinase Signaling Cascade (GO:0031098),0.009957247624386196,116.78947368421052,538.3357753631753,['MAPK1'],0.019230409534119905,GO_Biological_Process_2023
Regulation Of Macrophage Chemotaxis (GO:0010758),0.009957247624386196,116.78947368421052,538.3357753631753,['MAPK1'],0.019230409534119905,GO_Biological_Process_2023
Cellular Response To Estradiol Stimulus (GO:0071392),0.009957247624386196,116.78947368421052,538.3357753631753,['EGFR'],0.019230409534119905,GO_Biological_Process_2023
protein-DNA Complex Disassembly (GO:0032986),0.009957247624386196,116.78947368421052,538.3357753631753,['MYC'],0.019230409534119905,GO_Biological_Process_2023
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),0.009957247624386196,116.78947368421052,538.3357753631753,['PTEN'],0.019230409534119905,GO_Biological_Process_2023
Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378),0.010452761511867668,110.94444444444444,506.0053047065427,['BRCA1'],0.01993378388820995,GO_Biological_Process_2023
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),0.010452761511867668,110.94444444444444,506.0053047065427,['MYC'],0.01993378388820995,GO_Biological_Process_2023
Positive Regulation Of Translational Initiation (GO:0045948),0.010452761511867668,110.94444444444444,506.0053047065427,['MTOR'],0.01993378388820995,GO_Biological_Process_2023
Macrophage Differentiation (GO:0030225),0.010452761511867668,110.94444444444444,506.0053047065427,['VEGFA'],0.01993378388820995,GO_Biological_Process_2023
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090),0.010452761511867668,110.94444444444444,506.0053047065427,['AKT1'],0.01993378388820995,GO_Biological_Process_2023
Negative Regulation Of Macroautophagy (GO:0016242),0.010948052258043297,105.65608465608466,476.99429568907004,['MTOR'],0.020267247960621616,GO_Biological_Process_2023
Regulation Of Histone Acetylation (GO:0035065),0.010948052258043297,105.65608465608466,476.99429568907004,['BRCA1'],0.020267247960621616,GO_Biological_Process_2023
Negative Regulation Of Protein Localization To Nucleus (GO:1900181),0.010948052258043297,105.65608465608466,476.99429568907004,['MTOR'],0.020267247960621616,GO_Biological_Process_2023
Positive Regulation Of Phosphatase Activity (GO:0010922),0.010948052258043297,105.65608465608466,476.99429568907004,['MTOR'],0.020267247960621616,GO_Biological_Process_2023
Positive Regulation Of Protein Autophosphorylation (GO:0031954),0.010948052258043297,105.65608465608466,476.99429568907004,['VEGFA'],0.020267247960621616,GO_Biological_Process_2023
Positive Regulation Of Receptor Internalization (GO:0002092),0.010948052258043297,105.65608465608466,476.99429568907004,['VEGFA'],0.020267247960621616,GO_Biological_Process_2023
Regulation Of Mononuclear Cell Migration (GO:0071675),0.010948052258043297,105.65608465608466,476.99429568907004,['MAPK1'],0.020267247960621616,GO_Biological_Process_2023
Mammary Gland Development (GO:0030879),0.010948052258043297,105.65608465608466,476.99429568907004,['VEGFA'],0.020267247960621616,GO_Biological_Process_2023
Regulation Of Telomere Capping (GO:1904353),0.010948052258043297,105.65608465608466,476.99429568907004,['MAPK1'],0.020267247960621616,GO_Biological_Process_2023
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),0.010948052258043297,105.65608465608466,476.99429568907004,['AKT1'],0.020267247960621616,GO_Biological_Process_2023
Negative Regulation Of Axonogenesis (GO:0050771),0.010948052258043297,105.65608465608466,476.99429568907004,['PTEN'],0.020267247960621616,GO_Biological_Process_2023
Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),0.010948052258043297,105.65608465608466,476.99429568907004,['PTEN'],0.020267247960621616,GO_Biological_Process_2023
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),0.01144311994957642,100.84848484848484,450.8296990682604,['EGFR'],0.020828124800308163,GO_Biological_Process_2023
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),0.01144311994957642,100.84848484848484,450.8296990682604,['BRCA1'],0.020828124800308163,GO_Biological_Process_2023
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),0.01144311994957642,100.84848484848484,450.8296990682604,['VEGFA'],0.020828124800308163,GO_Biological_Process_2023
Artery Development (GO:0060840),0.01144311994957642,100.84848484848484,450.8296990682604,['VEGFA'],0.020828124800308163,GO_Biological_Process_2023
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),0.01144311994957642,100.84848484848484,450.8296990682604,['VEGFA'],0.020828124800308163,GO_Biological_Process_2023
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841),0.01144311994957642,100.84848484848484,450.8296990682604,['VEGFA'],0.020828124800308163,GO_Biological_Process_2023
Entrainment Of Circadian Clock By Photoperiod (GO:0043153),0.01144311994957642,100.84848484848484,450.8296990682604,['TP53'],0.020828124800308163,GO_Biological_Process_2023
Regulation Of Execution Phase Of Apoptosis (GO:1900117),0.011937964668319789,96.45893719806763,427.1232267263204,['TP53'],0.021319800431187575,GO_Biological_Process_2023
Positive Regulation Of p38MAPK Cascade (GO:1900745),0.011937964668319789,96.45893719806763,427.1232267263204,['VEGFA'],0.021319800431187575,GO_Biological_Process_2023
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),0.011937964668319789,96.45893719806763,427.1232267263204,['MAPK1'],0.021319800431187575,GO_Biological_Process_2023
Regulation Of Neuroblast Proliferation (GO:1902692),0.011937964668319789,96.45893719806763,427.1232267263204,['VEGFA'],0.021319800431187575,GO_Biological_Process_2023
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),0.011937964668319789,96.45893719806763,427.1232267263204,['BRCA1'],0.021319800431187575,GO_Biological_Process_2023
Photoperiodism (GO:0009648),0.011937964668319789,96.45893719806763,427.1232267263204,['TP53'],0.021319800431187575,GO_Biological_Process_2023
Mononuclear Cell Differentiation (GO:1903131),0.011937964668319789,96.45893719806763,427.1232267263204,['VEGFA'],0.021319800431187575,GO_Biological_Process_2023
Negative Regulation Of Cell Junction Assembly (GO:1901889),0.011937964668319789,96.45893719806763,427.1232267263204,['PTEN'],0.021319800431187575,GO_Biological_Process_2023
Positive Regulation Of Glucose Import (GO:0046326),0.012432586505539576,92.43518518518519,405.55330287566494,['AKT1'],0.02184336379098273,GO_Biological_Process_2023
Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),0.012432586505539576,92.43518518518519,405.55330287566494,['BRCA1'],0.02184336379098273,GO_Biological_Process_2023
Activation Of Protein Kinase B Activity (GO:0032148),0.012432586505539576,92.43518518518519,405.55330287566494,['MTOR'],0.02184336379098273,GO_Biological_Process_2023
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),0.012432586505539576,92.43518518518519,405.55330287566494,['TP53'],0.02184336379098273,GO_Biological_Process_2023
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),0.012432586505539576,92.43518518518519,405.55330287566494,['BRCA1'],0.02184336379098273,GO_Biological_Process_2023
Cellular Response To Steroid Hormone Stimulus (GO:0071383),0.012432586505539576,92.43518518518519,405.55330287566494,['MAPK1'],0.02184336379098273,GO_Biological_Process_2023
Regulation Of Cell Cycle Phase Transition (GO:1901987),0.012432586505539576,92.43518518518519,405.55330287566494,['TP53'],0.02184336379098273,GO_Biological_Process_2023
Protein Localization (GO:0008104),0.012591919453705488,14.069484240687679,61.54977248194865,"['TP53', 'EGFR']",0.02207220985072163,GO_Biological_Process_2023
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.012926985542465876,88.73333333333333,385.85142072369416,['BRCA1'],0.022248485321386846,GO_Biological_Process_2023
Positive Regulation Of Monooxygenase Activity (GO:0032770),0.012926985542465876,88.73333333333333,385.85142072369416,['AKT1'],0.022248485321386846,GO_Biological_Process_2023
Camera-Type Eye Development (GO:0043010),0.012926985542465876,88.73333333333333,385.85142072369416,['VEGFA'],0.022248485321386846,GO_Biological_Process_2023
Cardiac Muscle Cell Development (GO:0055013),0.012926985542465876,88.73333333333333,385.85142072369416,['VEGFA'],0.022248485321386846,GO_Biological_Process_2023
Regulation Of Transcription By RNA Polymerase III (GO:0006359),0.012926985542465876,88.73333333333333,385.85142072369416,['MTOR'],0.022248485321386846,GO_Biological_Process_2023
Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574),0.012926985542465876,88.73333333333333,385.85142072369416,['BRCA1'],0.022248485321386846,GO_Biological_Process_2023
Dendritic Spine Organization (GO:0097061),0.012926985542465876,88.73333333333333,385.85142072369416,['PTEN'],0.022248485321386846,GO_Biological_Process_2023
Negative Regulation Of Catalytic Activity (GO:0043086),0.012926985542465876,88.73333333333333,385.85142072369416,['TP53'],0.022248485321386846,GO_Biological_Process_2023
Positive Regulation Of Immune System Process (GO:0002684),0.013421161865694831,85.31623931623932,367.79170199807675,['VEGFA'],0.022637026346805283,GO_Biological_Process_2023
Negative Regulation Of Neurogenesis (GO:0050768),0.013421161865694831,85.31623931623932,367.79170199807675,['PTEN'],0.022637026346805283,GO_Biological_Process_2023
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),0.013421161865694831,85.31623931623932,367.79170199807675,['AKT1'],0.022637026346805283,GO_Biological_Process_2023
Activation Of Phospholipase C Activity (GO:0007202),0.013421161865694831,85.31623931623932,367.79170199807675,['EGFR'],0.022637026346805283,GO_Biological_Process_2023
In Utero Embryonic Development (GO:0001701),0.013421161865694831,85.31623931623932,367.79170199807675,['VEGFA'],0.022637026346805283,GO_Biological_Process_2023
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),0.013421161865694831,85.31623931623932,367.79170199807675,['PTEN'],0.022637026346805283,GO_Biological_Process_2023
Cardiac Muscle Cell Differentiation (GO:0055007),0.013421161865694831,85.31623931623932,367.79170199807675,['VEGFA'],0.022637026346805283,GO_Biological_Process_2023
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),0.013421161865694831,85.31623931623932,367.79170199807675,['EGFR'],0.022637026346805283,GO_Biological_Process_2023
Respiratory Tube Development (GO:0030323),0.013421161865694831,85.31623931623932,367.79170199807675,['VEGFA'],0.022637026346805283,GO_Biological_Process_2023
Regulation Of Glucose Metabolic Process (GO:0010906),0.01391511556314784,82.1522633744856,351.18281785053944,['AKT1'],0.022959940679193935,GO_Biological_Process_2023
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.01391511556314784,82.1522633744856,351.18281785053944,['VEGFA'],0.022959940679193935,GO_Biological_Process_2023
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),0.01391511556314784,82.1522633744856,351.18281785053944,['AKT1'],0.022959940679193935,GO_Biological_Process_2023
Hematopoietic Progenitor Cell Differentiation (GO:0002244),0.01391511556314784,82.1522633744856,351.18281785053944,['TP53'],0.022959940679193935,GO_Biological_Process_2023
Regulation Of Lipid Biosynthetic Process (GO:0046890),0.01391511556314784,82.1522633744856,351.18281785053944,['MTOR'],0.022959940679193935,GO_Biological_Process_2023
Negative Regulation Of Wound Healing (GO:0061045),0.01391511556314784,82.1522633744856,351.18281785053944,['PTEN'],0.022959940679193935,GO_Biological_Process_2023
Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),0.01391511556314784,82.1522633744856,351.18281785053944,['PTEN'],0.022959940679193935,GO_Biological_Process_2023
Cellular Response To Osmotic Stress (GO:0071470),0.01391511556314784,82.1522633744856,351.18281785053944,['MTOR'],0.022959940679193935,GO_Biological_Process_2023
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),0.01391511556314784,82.1522633744856,351.18281785053944,['BRCA1'],0.022959940679193935,GO_Biological_Process_2023
Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.01391511556314784,82.1522633744856,351.18281785053944,['MYC'],0.022959940679193935,GO_Biological_Process_2023
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179),0.014408846721137443,79.21428571428571,335.8616722924233,['VEGFA'],0.023671676756154367,GO_Biological_Process_2023
TOR Signaling (GO:0031929),0.014408846721137443,79.21428571428571,335.8616722924233,['MTOR'],0.023671676756154367,GO_Biological_Process_2023
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),0.014902355425265381,76.47892720306514,321.6884165593148,['PTEN'],0.024014623710777974,GO_Biological_Process_2023
Regulation Of Dendritic Spine Morphogenesis (GO:0061001),0.014902355425265381,76.47892720306514,321.6884165593148,['PTEN'],0.024014623710777974,GO_Biological_Process_2023
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),0.014902355425265381,76.47892720306514,321.6884165593148,['MYC'],0.024014623710777974,GO_Biological_Process_2023
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),0.014902355425265381,76.47892720306514,321.6884165593148,['EGFR'],0.024014623710777974,GO_Biological_Process_2023
Artery Morphogenesis (GO:0048844),0.014902355425265381,76.47892720306514,321.6884165593148,['VEGFA'],0.024014623710777974,GO_Biological_Process_2023
Phospholipid Dephosphorylation (GO:0046839),0.014902355425265381,76.47892720306514,321.6884165593148,['PTEN'],0.024014623710777974,GO_Biological_Process_2023
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.014902355425265381,76.47892720306514,321.6884165593148,['BRCA1'],0.024014623710777974,GO_Biological_Process_2023
Response To Amino Acid (GO:0043200),0.014902355425265381,76.47892720306514,321.6884165593148,['MTOR'],0.024014623710777974,GO_Biological_Process_2023
Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049),0.014902355425265381,76.47892720306514,321.6884165593148,['VEGFA'],0.024014623710777974,GO_Biological_Process_2023
Positive Regulation Of Multicellular Organismal Process (GO:0051240),0.015164921937683151,12.730519480519481,53.32522171753335,"['MTOR', 'VEGFA']",0.02419315134419047,GO_Biological_Process_2023
Negative Regulation Of Developmental Growth (GO:0048640),0.015395641764484845,73.92592592592592,308.5424792813036,['PTEN'],0.02419315134419047,GO_Biological_Process_2023
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),0.015395641764484845,73.92592592592592,308.5424792813036,['AKT1'],0.02419315134419047,GO_Biological_Process_2023
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),0.015395641764484845,73.92592592592592,308.5424792813036,['BRCA1'],0.02419315134419047,GO_Biological_Process_2023
Positive Regulation Of Leukocyte Migration (GO:0002687),0.015395641764484845,73.92592592592592,308.5424792813036,['VEGFA'],0.02419315134419047,GO_Biological_Process_2023
